LoanAmount,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,UPDATED STATE
136520.96,Q AND J SERVICES LLC,301 Old Georgetown Road,Manning,,29102,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,170,5/1/2020,Synovus Bank,SC-06,SC
128440,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,9,5/1/2020,"Bank of America, National Association",,
126798,OPTIMIZED PROCESS SOLUTIONS DBA AAA INDUSTRIES,24500 CAPITOL,REDFORD,,48239,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,20,5/1/2020,"Bank of America, National Association",MI-13,MI
125916,"D2 POWER SPORTS, LLC",125 Simuel Dr.,Spartanburg,,29303,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,5/1/2020,Synovus Bank,SC-04,SC
111200,VULCAN MACHINERY CORPORATION,N/A,N/A,,,332710,,Unanswered,Male Owned,Non-Veteran,,10,5/1/2020,The Huntington National Bank,,
109988,"TJK KITCHENS &AMP; BREWPUBS, LLC",N/A,N/A,,,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
100000,SEAN T KY DDS INC,200 S EL MOLINO AVE STE 5,PASADENA,,91101,621210,Corporation,Unanswered,Unanswered,Unanswered,,9,5/1/2020,"Bank of America, National Association",CA-27,CA
100000,RON GOLDSTONE,N/A,N/A,,,621210,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
90394,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,20,5/1/2020,"Bank of America, National Association",,
89241,FOTRESS SAFE &AMP; LOCK INC.,N/A,N/A,,,,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
87886,TALLMADGE LUTHERAN CHURCH,N/A,N/A,,,,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
80260,LAKESIDE CARTAGE INC,N/A,N/A,,,484121,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
79003,STERLING HOME CARE INC,N/A,N/A,,,621610,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
76871,B D KEMP AND CO LLC,N/A,N/A,,,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
73568,VALHALLA ESTATES LLC,STE 514,DEL MAR,,92014,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,5/1/2020,"Bank of America, National Association",CA-49,CA
64942,EZ DINING LLC,1855 E 4TH ST,ONTARIO,,91764,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,5/1/2020,"Bank of America, National Association",CA-35,CA
62398,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,5,5/1/2020,"Bank of America, National Association",,
61711,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,4,5/1/2020,"Bank of America, National Association",,
60320,NOT AVAILABLE,N/A,N/A,,,339114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5/1/2020,"Bank of America, National Association",,
57430,BRILACK INC,N/A,N/A,,,424410,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
52861,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,14,5/1/2020,"Bank of America, National Association",,
52682.58,"PATRIOT INSURANCE AGENCY, LLC","13901 U.S. Highway 1, Suite 8",Juno Beach,,33408,524210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,5/1/2020,Synovus Bank,FL-18,FL
52605,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,6,5/1/2020,"Bank of America, National Association",,
49563,SENECA TECHNOLOGIES INC,N/A,N/A,,,493190,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
49207,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,4,5/1/2020,"Bank of America, National Association",,
44129,NEIL F LEWIS PA,N/A,N/A,,,541110,Corporation,Unanswered,Unanswered,Unanswered,,3,5/1/2020,"Bank of America, National Association",,
43168,"RONALD L. LIPP, DDS",N/A,N/A,,,621210,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
41668,SHOCKWAVE AVIATION LLC,N/A,N/A,,,541330,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
41500,METROPOLITAN ARCHITECTURE STUDIO LLC,N/A,N/A,,,541310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
41153,DOWNING FARMS GOLF COURSE INC,N/A,N/A,,,713910,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
37582,LATINO WORKER SAFETY CENTER,N/A,N/A,,,541618,,Unanswered,Unanswered,Unanswered,,8,5/1/2020,The Huntington National Bank,,
37500,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,5,5/1/2020,"Bank of America, National Association",,
36723,CARDIAC MANAGEMENT INC,N/A,N/A,,,621111,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
35866,"GUERGUIS PROFESSIONAL DENTAL, INC.",12657 166TH ST,CERRITOS,,90703,,Corporation,Unanswered,Male Owned,Non-Veteran,,7,5/1/2020,"Bank of America, National Association",CA-38,CA
34188,COMPLETE TECH SOLUTIONS LLC,N/A,N/A,,,541512,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
33233,"CHAGRIN SOLUTIONS, LLC",N/A,N/A,,,561611,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,12,5/1/2020,The Huntington National Bank,,
32625,HOLY TRINITY BAPTIST CHURCH,N/A,N/A,,,813110,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
31544.08,THE ROBINSON GROUP LLC,2931 Zelda Rd,Montgomery,,36106,524210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,9,5/1/2020,Synovus Bank,AL-02,AL
31340,ENCHANTED SPA LLC,N/A,N/A,,,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
30824,SHULER AUTOMOTIVE LLC,N/A,N/A,,,811111,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
30000,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",,
30000,DROPCHEK LLC,N/A,N/A,,,999990,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
30000,PAUL P BUCAR INSURANCE,N/A,N/A,,,,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
27684,PASTAFRESH COMPANY,N/A,N/A,,,311999,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
27427,TDK SUB1 LLC,N/A,N/A,,,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
27275,A CUT ABOVE,N/A,N/A,,,812113,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
25947,KEEN IT SERVICES LLC,4740 GREEN RIVER RD STE 117F,CORONA,,92880,541519,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5/1/2020,"Bank of America, National Association",CA-42,CA
25762,SUNCREST SENIOR LIVING LLC,N/A,N/A,,,623110,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
23968,COMMERCIAL RESIDENTIAL RENAVOTO INC,N/A,N/A,,,531110,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
23763.18,"LOWCOUNTRY GRAD, LLC",,Legrand Blvd,,29492,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/1/2020,Synovus Bank,SC-06,SC
23452,ARG ENTERPRISES INC,15359 AMBERLY DR,TAMPA,,33647,722513,Corporation,Unanswered,Unanswered,Unanswered,,8,5/1/2020,"Bank of America, National Association",FL-14,FL
23021,"RELIABLE CONTAINERS, INC.",N/A,N/A,,,322211,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
22604,JIM SPIEGEL,31 SUNSET PATH,SUDBURY,,1776,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Bank of America, National Association",MA-03,MA
22528,INNOGIZED TECHNOLOGIES INC,N/A,N/A,,,561990,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
22500,"MASTER K.KIM'S WORLD CLASS TAEKWONDO, INC",N/A,N/A,,,,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
22500,CURAGO ENERGY LLC,N/A,N/A,,,221118,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
22455,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"Bank of America, National Association",,
22200,SPECIALTY TRAVEL &AMP; TOURS LLC,N/A,N/A,,,561510,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
21815,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,7,5/1/2020,"Bank of America, National Association",,
21813,"DEANNA FYE HEALTHCARE CONSULTING, INC.",N/A,N/A,,,541618,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
21250,DEEP CLEANING SOLUTIONS LLC,N/A,N/A,,,561790,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
21051,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"Bank of America, National Association",,
20833,BUSINESS NETWORK OF OHIO LLC,N/A,N/A,,,541990,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
20833,M3 CONSULTING LLC,N/A,N/A,,,541840,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
20833,FAITH AND TRUST LLC,N/A,N/A,,,523991,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
20833,VALUE VISION III LLC,N/A,N/A,,,999990,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
20833,HARRY F BELL JR ATTORNEY AT LAW,N/A,N/A,,,,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
20832,"SARVAROVA LAW, PLLC",308 HORTON HWY,MINEOLA,,11501,541199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",NY-04,NY
20832,COMPREHENSIVE MARKETING &AMP; CONSULTING LI,27 OLD DENVILLE RD,BOONTON,,7005,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",NJ-11,NJ
20691,THE CARPENTERS SQUARE CONSTRUCTION LLC,N/A,N/A,,,238130,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
20274,BARBARA J WATERS,N/A,N/A,,,454390,,Unanswered,Female Owned,Non-Veteran,,1,5/1/2020,The Huntington National Bank,,
20000,2 JE LCC,N/A,N/A,,,,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
19353,WINKLER LEGAL LLC,N/A,N/A,,,,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
18475,DAVID POSMANTIER,410 JERICHO TPKE STE 108,JERICHO,,11753,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",NY-03,NY
18203,SUNKISSBIZ LLC,N/A,N/A,,,611610,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
17693,"REALTY OHIO, INC.",N/A,N/A,,,531210,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
17500,MAC MANAGEMENT INC,N/A,N/A,,,237310,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
17500,TREE SERVICE NOW INC,N/A,N/A,,,561730,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
17415,A &AMP; C THAI GOURMET LLC,N/A,N/A,,,,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
17000,FIT FOR LIFE COUSELING LLC,N/A,N/A,,,611620,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
16968,THE ART OF TINT OF ST ALBANS LLC,N/A,N/A,,,238150,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
16873,"AUTO TRANSITIONS, LLC",N/A,N/A,,,811111,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
16467,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",,
16385,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,4,5/1/2020,"Bank of America, National Association",,
16350,SUNKISS ENTERPRISE LLC,N/A,N/A,,,811111,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
16115,"LAURA M. CHONKO OD, LLC",N/A,N/A,,,,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
15960,"KW AND A, LLC",N/A,N/A,,,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
15870,DICILLO &AMP; ASSOCIATES INC,N/A,N/A,,,541611,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
15625,KLALAJIAN ARCHETECTURE &AMP; DESIGN,N/A,N/A,,,,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
15433,DAVID J BERGMAN,N/A,N/A,,,523210,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
15291,HUSSEY PERFORMANCE LLC,N/A,N/A,,,811118,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
15000,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,5,5/1/2020,"Bank of America, National Association",,
15000,PAUL ANTHONY GROUP LLC,N/A,N/A,,,999990,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
15000,THE FRENCH TWIST SALON AND SPA,N/A,N/A,,,812112,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
14603,JEFFREY S ROLLINS,N/A,N/A,,,561990,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
14543,AFFORDABLE FLOORING & REMODLING,N/A,N/A,,,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
14282,DAVID E GARRETT JEWELERS,N/A,N/A,,,448310,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
14060,"PETER J. BREGMAN, D.P.M., PLLC",3212 WISTERIA TREE ST,LAS VEGAS,,89135,621391,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,3,5/1/2020,"Bank of America, National Association",NV-03,NV
13168,STARK'S REFINISHING INC,N/A,N/A,,,811420,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
13148,AMERICAN LEGION POST 447,N/A,N/A,,,722410,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
12572,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",,
12500,"ALEXANDER VAYSBURD, MD, INC.",221 1/2 S HELBERTA AVE,REDONDO BEACH,,90277,999990,Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",CA-33,CA
11789,TECHNICAL MANUFACTURERS INC,N/A,N/A,,,333318,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
11581,DOHIO COMPANY,N/A,N/A,,,721199,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
11250,MSG CONSULTANTS LLC,N/A,N/A,,,236220,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
10954,"SPIKES BEVERAGE CO., INC.",N/A,N/A,,,424820,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
10816,GOODMAN PERFORMANCE THERAPY LLC,N/A,N/A,,,621340,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
10415,PIERSONS CEC LLC,N/A,N/A,,,,,Unanswered,Male Owned,Unanswered,,1,5/1/2020,The Huntington National Bank,,
10394,LAW OFFICE NEELAM BHARDWAJ PLLC,5510 W FRIENDLY AVE,GREENSBORO,,27410,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",NC-13,NC
9818,BP CONSTRUCTION INC,N/A,N/A,,,447190,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
9700,"AMERICAN HERITAGE REALTY, INC.",N/A,N/A,,,531210,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
9500,COUNTRY ACRES LANDSCAPING LTD,N/A,N/A,,,541320,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
9076,"DESTINATION RECOVERY SERVICES, LLC",N/A,N/A,,,488999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
9000,RHEMA EMPOWERMENT CENTER CHURCH,N/A,N/A,,,813110,Professional Association,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
8949.47,OFFICE SERVICES 101 INC,4500 140th Ave N Ste 101,Clearwater,,33762,561499,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,Synovus Bank,FL-13,FL
8750,9 TO 9 BEAUTY SUPPLY KIM INC,N/A,N/A,,,,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
8750,KOUMBAROS CATERING LLC,N/A,N/A,,,722320,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
8542,JONATHAN R TAYLOR INCORPORATED,N/A,N/A,,,999990,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
8380,"DONATELLI ENTERPRISES, LTD",N/A,N/A,,,541618,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
8000,JE DISTRIBUTION INC,N/A,N/A,,,424990,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
7993,MASTERS TOUCH,N/A,N/A,,,561499,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
7086,LORN SPOLTER PHOTOGRAPHY,N/A,N/A,,,541921,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
7060,CLEARWATER CONSULTING INC,N/A,N/A,,,541618,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
6875,MATTHEW HAMBLETON,N/A,N/A,,,561990,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
6834,ONSIGHT RESOURCE AND DEVELOPMENT LLC,N/A,N/A,,,541611,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
6750,LORRIE DANVER,N/A,N/A,,,,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
6352,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",,
6250,TTE3 CONSULTING SERVICES LLC,N/A,N/A,,,541690,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
5923,HARRISON FARM LLC,N/A,N/A,,,111998,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,1,5/1/2020,The Huntington National Bank,,
5500,FLUSHING BACK &AMP; NECK CARE CENTER PLLC,N/A,N/A,,,,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
5495,MONTGOMERY MASSOTHERAPY,N/A,N/A,,,561990,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,1,5/1/2020,The Huntington National Bank,,
5208,MS PROCESS CORPORATION,N/A,N/A,,,333911,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
5000,SAGAR ENTERPRISES LLC,N/A,N/A,,,561990,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
4969,THE SAVVY SHOP LLC,N/A,N/A,,,453998,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
4911.98,RED'S ELECTRICAL SERVICE,514 LACHICOTTE ROAD,LUGOFF,,29078,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/1/2020,Synovus Bank,SC-05,SC
4521,MICHIGAN RESTURANT SALES SERVICE AND LIQUIDATIONS LLC,N/A,N/A,,,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
4500,HORTON HAULS JUNK AND MORE LLC,N/A,N/A,,,484110,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
4465,NEW BALTIMORE FARMERS MARKET,N/A,N/A,,,424410,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
3854,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"Bank of America, National Association",,
3748,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"Bank of America, National Association",,
2500,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",,
2478,BARBELLES INC,N/A,N/A,,,999990,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
2445,DAVID J. MASSARE,N/A,N/A,,,561990,,Unanswered,Male Owned,Non-Veteran,,1,5/1/2020,The Huntington National Bank,,
2302,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",,
2125,MON AMOUR,N/A,N/A,,,541990,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
1987,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"Bank of America, National Association",,
1332,ICON INSTRUCTION CENTER OF NEUROLOGY LLC,N/A,N/A,,,339999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",,
769358.78,"SUMTER COATINGS, INC.",2410 Highway 15 South,Sumter,,29150,325510,Corporation,Unanswered,Unanswered,Unanswered,,62,5/1/2020,Synovus Bank,SC-05,SC
736927.79,"PLEASANT PLACES, INC.",7684 Southrail Road,North Charleston,,29420,561730,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,73,5/1/2020,Synovus Bank,SC-06,SC
691355,BOYER CHILDREN'S CLINIC,1850 BOYER AVE E,SEATTLE,,98112,,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,75,5/1/2020,"Bank of America, National Association",WA-07,WA
499871,KIRTLEY CONSTRUCTION INC,1661 MARTIN RANCH RD,SAN BERNARDINO,,92407,236115,Corporation,Unanswered,Unanswered,Unanswered,,21,5/1/2020,"Bank of America, National Association",CA-08,CA
367437,AERO BOX LLC,N/A,N/A,,,484210,,Unanswered,Unanswered,Unanswered,,,5/1/2020,The Huntington National Bank,,
